nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean,profissao,tipo_profissao,primeiro_nome,sobrenome
Rua Manoel Alexandrino De Araújo,27804,14,0,0,0,0,0,7,0,474,2.9850746268656714,0,0,0,2.96412477250584,0,0,0,NA,NA,Manoel,Araújo
Rua Manoel Alves De Oliveira,14630,100,0,2,0,0,0,31,0,2267,5.263157894736842,0,0,0,4.911676766882543,0,0,0.1163245356793744,NA,NA,Manoel,Oliveira
Rua Manoel Barbosa De Lima,7935,16,0,0,0,0,0,9,0,606,3.1746031746031744,0,0,0,3.9616244485158343,0,0,0,NA,NA,Manoel,Lima
Rua Manoel Barros,14842,6,0,0,0,0,0,2,0,366,4.863571934798016,0,0,0,4.863571934798016,0,0,0,NA,NA,Manoel,Barros
Rua Manoel Barros Filho,12386,2,0,0,0,0,0,1,0,273,0.7326007326007326,0,0,0,0.7326007326007326,0,0,0,NA,NA,Manoel,Filho
Rua Manoel Batista,26522,11,2,1,0,0,0,6,0,371,2.7952480782669458,0,0,0,3.1827054571741407,0.6410256410256411,0,0.1557632398753894,NA,NA,Manoel,Batista
Rua Manoel Batista,700295,13,0,0,0,0,0,7,0,453,2.73972602739726,0,0,0,6.098051450971776,0,0,0,NA,NA,Manoel,Batista
Rua Manoel Belo,15768,2,0,0,0,0,0,1,0,134,1.4925373134328357,0,0,0,1.4925373134328357,0,0,0,NA,NA,Manoel,Belo
Rua Manoel Cardoso Palhano,13021,21,0,1,0,1,0,16,0,2420,1.555104800540906,0,0,0,2.6781310918131274,0,0,0.12254901960784313,NA,NA,Manoel,Palhano
Rua Manoel Cavalcanti Belo,248,2,0,0,0,0,0,2,1,138,1.452020202020202,0,0,0,1.452020202020202,0,0,0,NA,NA,Manoel,Belo
Rua Manoel Chaves,12279,4,0,0,0,0,0,3,0,198,1.4084507042253522,0,0,0,2.2152696017868476,0,0,0,NA,NA,Manoel,Chaves
Rua Manoel Claudino De Lima,2925,2,0,0,0,0,0,1,0,94,2.127659574468085,0,0,0,2.127659574468085,0,0,0,NA,NA,Manoel,Lima
Rua Manoel Da Costa Palmeira,700215,4,0,0,0,0,0,2,0,229,1.7564043564963954,0,0,0,1.7564043564963954,0,0,0,NA,NA,Manoel,Palmeira
Rua Manoel Da Costa Sales,10790,5,0,0,0,0,4,4,0,393,1.4749536178107607,0,0.5102040816326531,0,2.805902569191606,0,6.024332810047095,0,NA,NA,Manoel,Sales
Rua Manoel David De Arruda,4103,20,0,5,0,0,0,15,0,588,3.125,0,0,0,6.57986939498279,0,0,1.9115851468792644,NA,NA,Manoel,Arruda
Rua Manoel De Almeida Luna,36560,2,0,0,0,0,0,1,0,213,0.9389671361502347,0,0,0,0.9389671361502347,0,0,0,NA,NA,Manoel,Luna
Rua Manoel De Freitas Ramos,25704,9,0,0,0,0,0,5,0,444,2.5974025974025974,0,0,0,2.814284636054412,0,0,0,NA,NA,Manoel,Ramos
Rua Manoel Dias De Lima,7064,15,0,0,0,0,0,7,0,407,4.597701149425287,0,0,0,4.390659987042124,0,0,0,NA,NA,Manoel,Lima
Rua Manoel Do Ó Júnior,24856,19,0,0,0,0,0,8,0,817,3.1304347826086953,0,0,0,3.1064652797343575,0,0,0,NA,NA,Manoel,Júnior
Rua Manoel Domingos,6793,1,0,0,0,0,0,1,0,72,1.3888888888888888,0,0,0,1.3888888888888888,0,0,0,NA,NA,Manoel,Domingos
Rua Manoel Elias De Araújo,3760,13,0,0,0,0,0,5,0,1060,1.0526315789473684,0,0,0,1.2757595950788223,0,0,0,NA,NA,Manoel,Araújo
Rua Manoel Elias De Castro,1155,51,0,0,0,2,0,25,0,2277,2.2988505747126435,0,0,0,2.3798021804221356,0,0,0,NA,NA,Manoel,Castro
Rua Manoel Eustaquilino,19879,5,0,0,0,0,0,3,0,270,1.8691588785046727,0,0,0,3.1599010320639156,0,0,0,NA,NA,Manoel,Eustaquilino
Rua Manoel Evaristo Da Silva,16527,5,0,0,0,0,0,3,0,248,2.247191011235955,0,0,0,2.167975099300135,0,0,0,NA,NA,Manoel,Silva
Rua Manoel F. De Souza,2224,1,0,0,0,0,0,1,0,83,1.2048192771084338,0,0,0,1.2048192771084338,0,0,0,NA,NA,Manoel,Souza
Rua Manoel Farias Leite,17515,1,0,0,0,0,0,1,0,93,1.0752688172043012,0,0,0,1.0752688172043012,0,0,0,NA,NA,Manoel,Leite
Rua Manoel Feliciano Do Nascimento,16950,19,0,0,0,0,0,6,0,466,3.6399302528334787,0,0,0,7.51785114161739,0,0,0,NA,NA,Manoel,Nascimento
Rua Manoel Félix,8036,12,0,0,0,0,0,6,0,355,3.2469232783451165,0,0,0,3.590032132191121,0,0,0,NA,NA,Manoel,Félix
Rua Manoel Francisco De Araújo,27952,8,0,0,0,0,0,4,0,272,3.9701257861635217,0,0,0,3.5891904728190966,0,0,0,NA,NA,Manoel,Araújo
Rua Manoel Francisco Dos Santos,26344,1,0,0,0,0,0,1,0,155,0.6451612903225806,0,0,0,0.6451612903225806,0,0,0,NA,NA,Manoel,Santos
Rua Manoel Francisco Mendes,20311,8,0,0,0,0,0,4,0,316,3.6725067385444743,0,0,0,3.137158346647803,0,0,0,NA,NA,Manoel,Mendes
Rua Manoel Geraldo Felismino,7757,15,0,0,0,0,0,8,0,665,2.3138297872340425,0,0,0,5.923525126569601,0,0,0,NA,NA,Manoel,Felismino
Rua Manoel Guimarães De Morais,23515,13,0,0,0,0,0,5,0,589,2.4193548387096775,0,0,0,2.6235317054236393,0,0,0,NA,NA,Manoel,Morais
Rua Manoel Henriques De Franãa,35211,5,0,0,0,0,0,3,0,246,1.5625,0,0,0,2.295490834186534,0,0,0,NA,NA,Manoel,Franãa
Rua Manoel Henriques Flor,35750,3,0,0,0,0,0,1,0,109,2.7522935779816518,0,0,0,2.7522935779816518,0,0,0,NA,NA,Manoel,Flor
Rua Manoel Joaquim Ribeiro,23558,17,0,1,0,0,0,7,0,854,2.0408163265306123,0,0,0,2.5412826913427153,0,0,0.09157509157509157,NA,NA,Manoel,Ribeiro
Rua Manoel Justino,12211,6,0,0,0,0,0,4,0,147,4.664570230607966,0,0,0,4.412629448159076,0,0,0,NA,NA,Manoel,Justino
Rua Manoel Leite Cavalcante,7943,25,0,0,0,0,0,16,0,1637,1.8187830687830686,0,0,0,1.8726822080908851,0,0,0,NA,NA,Manoel,Cavalcante
Rua Manoel Leonardo Gomes,24910,29,0,8,0,0,0,13,0,1610,1.6666666666666667,0,0,0,2.1942815235172257,0,0,0.5678382951859733,NA,NA,Manoel,Gomes
Rua Manoel Lucena,700344,2,0,0,0,0,0,2,0,107,2.270797962648557,0,0,0,2.270797962648557,0,0,0,NA,NA,Manoel,Lucena
Rua Manoel Martins De Oliveira,33286,13,0,0,0,0,0,8,0,658,1.8693221523410202,0,0,0,2.218824479701161,0,0,0,NA,NA,Manoel,Oliveira
Rua Manoel Palu,4111,9,0,0,0,0,0,4,0,299,2.721214365049981,0,0,0,3.015146337064145,0,0,0,NA,NA,Manoel,Palu
Rua Manoel Patrício De Souza,36943,4,0,0,0,0,0,1,0,207,1.932367149758454,0,0,0,1.932367149758454,0,0,0,NA,NA,Manoel,Souza
Rua Manoel Paulino,15482,17,0,2,0,0,0,8,0,711,2.704678362573099,0,0,0,3.6536632156555062,0,0,0.1970812875068194,NA,NA,Manoel,Paulino
Rua Manoel Pereira De Araújo,17728,4,0,0,0,0,0,4,0,364,1.4016897081413209,0,0,0,1.389671952149528,0,0,0,NA,NA,Manoel,Araújo
Rua Manoel Pinto Filho,22853,3,0,0,0,0,0,2,0,116,2.515151515151515,0,0,0,2.515151515151515,0,0,0,NA,NA,Manoel,Filho
Rua Manoel Porto,16632,26,0,2,0,0,0,12,0,897,3.316885964912281,0,0,0,3.2163678578106687,0,0,0.2854215456674473,NA,NA,Manoel,Porto
Rua Manoel Sabino Filho,37141,5,0,0,0,0,0,4,0,270,2.5657894736842106,0,0,0,2.9591399475700744,0,0,0,NA,NA,Manoel,Filho
Rua Manoel Serafim Da Costa,9806,5,0,0,0,0,0,3,0,202,3.7735849056603774,0,0,0,3.1288293771556095,0,0,0,NA,NA,Manoel,Costa
Rua Manoel Sérgio De Oliveira,8150,13,0,0,0,0,0,6,0,486,2.6856524873828405,0,0,0,2.800675585462896,0,0,0,NA,NA,Manoel,Oliveira
Rua Manoel Severino Da Silva,17140,2,0,0,0,0,0,1,0,52,3.8461538461538463,0,0,0,3.8461538461538463,0,0,0,NA,NA,Manoel,Silva
Rua Manoel Tenório De Souza,20982,2,0,0,0,0,0,5,0,437,0,0,0,0,1.6735966735966736,0,0,0,NA,NA,Manoel,Souza
Rua Manoel Ulisses De Oliveira,24376,3,0,0,0,0,0,2,0,112,2.6634768740031896,0,0,0,2.6634768740031896,0,0,0,NA,NA,Manoel,Oliveira
Rua Manoel Viriato De Souza,13595,9,0,0,0,0,0,5,0,539,1.282051282051282,0,0,0,1.963646912322409,0,0,0,NA,NA,Manoel,Souza
Rua Manuel Aires De Queiroz,19011,3,0,0,0,0,0,1,0,213,1.4084507042253522,0,0,0,1.4084507042253522,0,0,0,NA,NA,Manuel,Queiroz
Rua Manuel César De Farias,23922,1,0,0,0,0,0,1,0,143,0.6993006993006993,0,0,0,0.6993006993006993,0,0,0,NA,NA,Manuel,Farias
Rua Manuel Mota,23671,48,0,4,0,0,0,25,0,5099,1.5625,0,0,0,1.9956901432900804,0,0,0.23173123988885108,NA,NA,Manuel,Mota
Rua Maranhão,24562,3,0,0,0,0,0,2,0,139,2.1748135874067938,0,0,0,2.1748135874067938,0,0,0,NA,NA,Maranhão,Maranhão
Rua Marcelino Pereira Da Rocha,34959,16,0,0,0,0,0,9,0,773,1.834862385321101,0,0,0,2.3592154004769825,0,0,0,NA,NA,Marcelino,Rocha
Rua Marcílio Dias,17396,5,0,0,0,0,0,5,1,396,1.3157894736842104,0,0,0,1.282023633728379,0,0,0,NA,NA,Marcílio,Dias
Rua Márcio Moreira Antunes,35203,18,0,2,0,0,0,11,0,780,2.4390243902439024,0,0,0,2.420382159426493,0,0,0.31100478468899523,NA,NA,Márcio,Antunes
Rua Marconi Lino Da Costa,700203,3,0,0,0,0,0,2,0,114,3.289473684210526,0,0,0,3.289473684210526,0,0,0,NA,NA,Marconi,Costa
Rua Marcos Antônio Agra Ramos,32034,1,0,0,0,0,0,1,0,67,1.4925373134328357,0,0,0,1.4925373134328357,0,0,0,NA,NA,Marcos,Ramos
Rua Marcos Da Silva Santos,19771,13,0,1,0,0,0,7,0,375,3.225806451612903,0,0,0,3.8282418426427642,0,0,0.27472527472527475,NA,NA,Marcos,Santos
Rua Marechal Cândido Rondon,1384,13,0,0,0,0,0,4,0,507,2.5605442176870747,0,0,0,2.599898822171038,0,0,0,Marechal,militar,Cândido,Rondon
Rua Marechal Deodoro,9296,34,0,0,0,0,0,14,0,1801,1.8879873342568771,0,0,0,2.6667941701115576,0,0,0,Marechal,militar,Deodoro,Deodoro
Rua Marechal Eurico Gaspar Dutra,26735,14,0,0,0,0,0,5,0,548,2.1052631578947367,0,0,0,3.4622304553654666,0,0,0,Marechal,militar,Eurico,Dutra
Rua Margarida Maria Alves,19046,9,0,0,0,0,0,4,0,350,2.8364998662028365,0,0,0,5.064083266434752,0,0,0,NA,NA,Margarida,Alves
Rua Maria Adilis De Azevedo,31500,3,0,0,0,0,0,1,0,121,2.479338842975207,0,0,0,2.479338842975207,0,0,0,NA,NA,Maria,Azevedo
Rua Maria Amélia Amorim Pereira Barros,36919,4,0,0,0,0,0,2,0,205,1.8349075167256985,0,0,0,1.8349075167256985,0,0,0,NA,NA,Maria,Barros
Rua Maria Amélia Motta Das Neves,16250,4,0,0,0,0,0,1,0,75,5.333333333333334,0,0,0,5.333333333333334,0,0,0,NA,NA,Maria,Neves
Rua Maria Amélia Sobrinho,700131,8,0,0,0,0,0,5,0,896,1.1235955056179776,0,0,0,0.9569327459776981,0,0,0,NA,NA,Maria,Sobrinho
Rua Maria Andrade Do Nascimento,20826,19,0,0,0,0,0,10,0,1122,2.065367827105291,0,0,0,2.261899631313843,0,0,0,NA,NA,Maria,Nascimento
Rua Maria Antonieta De Mariz Marques,35270,6,0,0,0,0,0,3,0,484,1.0309278350515463,0,0,0,1.5531854878933915,0,0,0,NA,NA,Maria,Marques
Rua Maria Anunciada Sena Dos Santos,20087,4,0,0,0,0,0,1,0,122,3.278688524590164,0,0,0,3.278688524590164,0,0,0,NA,NA,Maria,Santos
Rua Maria Aparecida Carneiro,9814,4,0,0,0,0,0,2,0,277,2.153630850567563,0,0,0,2.153630850567563,0,0,0,NA,NA,Maria,Carneiro
Rua Maria Aparecida Carneiro,15610,9,0,0,0,0,0,3,0,392,1.8633540372670807,0,0,0,8.629126020430368,0,0,0,NA,NA,Maria,Carneiro
Rua Maria Aparecida Da Silva,36633,5,0,0,0,0,0,3,0,158,3.7037037037037033,0,0,0,3.157644824311491,0,0,0,NA,NA,Maria,Silva
Rua Maria Arruda De Figueirêdo,28223,13,0,0,0,0,0,7,0,771,1.4598540145985401,0,0,0,1.6520379617019263,0,0,0,NA,NA,Maria,Figueirêdo
Rua Maria Augusta Pereira,700480,2,0,0,0,0,0,1,0,58,3.4482758620689653,0,0,0,3.4482758620689653,0,0,0,NA,NA,Maria,Pereira
Rua Maria Barbosa De Albuquerque,19631,11,0,1,0,0,0,7,0,771,2,0,0,0,1.8633826926947787,0,0,0.10660980810234541,NA,NA,Maria,Albuquerque
Rua Maria Belmira Dos Santos,32815,7,0,0,0,0,0,6,0,312,1.9607843137254901,0,0,0,2.223947150219546,0,0,0,NA,NA,Maria,Santos
Rua Maria Cândida Da Silva,38245,12,0,1,0,1,0,7,0,628,1.9230769230769231,0,0,0,3.702399417186033,0,0,0.08116883116883118,NA,NA,Maria,Silva
Rua Maria Carolina De Amorim Pereira Zilli,37427,5,0,0,0,0,0,3,0,426,0.8928571428571428,0,0,0,1.1442056536993246,0,0,0,NA,NA,Maria,Zilli
Rua Maria Cavalcante Da Cruz,31330,5,0,0,0,0,0,3,0,206,2.1739130434782608,0,0,0,2.4291831357048745,0,0,0,NA,NA,Maria,Cruz
Rua Maria Da Conceição Costa Vasconcelos,26085,8,0,0,0,0,0,5,0,420,2.272727272727273,0,0,0,2.027366345718661,0,0,0,NA,NA,Maria,Vasconcelos
Rua Maria Da Conceição Cunha,13455,6,0,0,0,0,0,4,0,711,0.8731343283582089,0,0,0,1.075637225193201,0,0,0,NA,NA,Maria,Cunha
Rua Maria Da Guia Costa Figueirêdo,12971,27,0,0,0,0,0,9,0,480,5.88235294117647,0,0,0,5.721072767008512,0,0,0,NA,NA,Maria,Figueirêdo
Rua Maria Da Guia Muniz De Albuquerque,31372,49,0,9,0,0,0,25,0,1877,4.761904761904762,0,0,0,6.833684019401862,0,0,0.6411366311537218,NA,NA,Maria,Albuquerque
Rua Maria Das Mercês Rodrigues,9253,3,0,0,0,0,0,1,0,106,2.8301886792452833,0,0,0,2.8301886792452833,0,0,0,NA,NA,Maria,Rodrigues
Rua Maria Das Mercês Rodrigues,34444,9,0,0,0,0,0,3,0,423,1.9607843137254901,0,0,0,2.1126077690151197,0,0,0,NA,NA,Maria,Rodrigues
Rua Maria Das Neves Cavalcante,13099,1,0,0,0,0,0,1,0,259,0.3861003861003861,0,0,0,0.3861003861003861,0,0,0,NA,NA,Maria,Cavalcante
Rua Maria Das Neves Coutinho Ramos,36978,2,0,0,0,0,0,1,0,134,1.4925373134328357,0,0,0,1.4925373134328357,0,0,0,NA,NA,Maria,Ramos
Rua Maria Das Neves Diniz De Oliveira,1490,2,0,0,0,0,0,1,0,125,1.6,0,0,0,1.6,0,0,0,NA,NA,Maria,Oliveira
Rua Maria De Araújo,12335,3,0,0,0,0,0,2,0,109,3.1904761904761907,0,0,0,3.1904761904761907,0,0,0,NA,NA,Maria,Araújo
Rua Maria De Brito Lira Castro,23981,3,0,0,0,0,0,2,0,189,1.5422077922077921,0,0,0,1.5422077922077921,0,0,0,NA,NA,Maria,Castro
Rua Maria De Fátima,20281,3,0,0,0,0,0,2,0,117,3.2377428307123033,0,0,0,3.2377428307123033,0,0,0,NA,NA,Maria,Fátima
Rua Maria De Jesus C. Freire,37230,1,0,0,0,0,0,1,0,79,1.2658227848101267,0,0,0,1.2658227848101267,0,0,0,NA,NA,Maria,Freire
Rua Maria De Lourdes Aguiar Loureiro,15342,20,0,0,0,0,0,10,0,660,2.9789590254706537,0,0,0,6.044720430948097,0,0,0,NA,NA,Maria,Loureiro
Rua Maria De Lourdes Crispim Lima,9016,25,0,0,0,0,0,9,0,744,4.040404040404041,0,0,0,3.965559196432691,0,0,0,NA,NA,Maria,Lima
Rua Maria De Lourdes Pereira Pinto,19828,3,0,0,0,0,0,2,0,290,1.0535850495804728,0,0,0,1.0535850495804728,0,0,0,NA,NA,Maria,Pinto
Rua Maria De Souza Ribeiro,16160,30,0,0,0,0,0,8,0,1132,3.8243964624332722,0,0,0,3.794264048519077,0,0,0,NA,NA,Maria,Ribeiro
Rua Maria Do Carmo De Oliveira,31909,31,0,3,0,0,1,16,0,944,4,0,0,0,3.6143302152459547,0,0.125,0.4345862470862471,NA,NA,Maria,Oliveira
Rua Maria Do Carmo Meira Hamad,36757,3,0,0,0,0,0,1,0,162,1.8518518518518516,0,0,0,1.8518518518518516,0,0,0,NA,NA,Maria,Hamad
Rua Maria Do Carmo Nóbrega,29408,6,0,0,0,0,0,4,0,310,2.3504273504273505,0,0,0,2.3233193009312414,0,0,0,NA,NA,Maria,Nóbrega
Rua Maria Do Socorro Brandão,17000,4,0,0,0,0,0,1,0,88,4.545454545454546,0,0,0,4.545454545454546,0,0,0,NA,NA,Maria,Brandão
Rua Maria Do Socorro Cruz Silva,22799,2,0,0,0,0,0,1,0,177,1.1299435028248588,0,0,0,1.1299435028248588,0,0,0,NA,NA,Maria,Silva
Rua Maria Do Socorro Farias,23400,4,0,0,0,0,0,2,0,113,3.5534591194968552,0,0,0,3.5534591194968552,0,0,0,NA,NA,Maria,Farias
Rua Maria Do Socorro Targino De Araújo,10987,16,0,0,0,0,0,4,0,543,2.9418103448275863,0,0,0,2.960560344827586,0,0,0,NA,NA,Maria,Araújo
Rua Maria Elizabete Silva,12238,2,0,0,0,0,0,1,0,122,1.639344262295082,0,0,0,1.639344262295082,0,0,0,NA,NA,Maria,Silva
Rua Maria Estelita Régis,27774,3,0,0,0,0,0,1,0,204,1.4705882352941175,0,0,0,1.4705882352941175,0,0,0,NA,NA,Maria,Régis
Rua Maria Eva De Moura,33383,11,0,0,0,0,0,5,0,725,1.2903225806451613,0,0,0,1.5163524452189883,0,0,0,NA,NA,Maria,Moura
Rua Maria F. L. De Queiroz,22500,2,0,0,0,0,0,1,0,113,1.7699115044247788,0,0,0,1.7699115044247788,0,0,0,NA,NA,Maria,Queiroz
Rua Maria Filipe De Sousa,20192,2,0,0,0,0,0,1,0,115,1.7391304347826086,0,0,0,1.7391304347826086,0,0,0,NA,NA,Maria,Sousa
Rua Maria Furtado Pereira,31836,6,0,0,0,0,0,3,0,230,2.0408163265306123,0,0,0,3.1538769353895404,0,0,0,NA,NA,Maria,Pereira
Rua Maria Gomes Carneiro,14044,22,0,0,0,0,0,13,0,1036,2.380952380952381,0,0,0,2.1459754322040694,0,0,0,NA,NA,Maria,Carneiro
Rua Maria Gomes De Sousa,10979,7,0,0,0,0,0,2,0,297,2.3632404971423386,0,0,0,2.3632404971423386,0,0,0,NA,NA,Maria,Sousa
Rua Maria Gonçalves De Melo,20737,2,0,0,0,0,0,4,0,1005,0,0,0,0,0.5952380952380952,0,0,0,NA,NA,Maria,Melo
Rua Maria Honorato,7315,4,0,0,0,0,0,3,0,290,1.8181818181818181,0,0,0,1.5701428201428203,0,0,0,NA,NA,Maria,Honorato
Rua Maria Hosana Lelis,28967,2,0,0,0,0,0,1,0,117,1.7094017094017095,0,0,0,1.7094017094017095,0,0,0,NA,NA,Maria,Lelis
Rua Maria Ivete Pedrosa De Albuquerque,35840,5,0,0,0,0,0,3,0,214,1.9230769230769231,0,0,0,2.5291375291375293,0,0,0,NA,NA,Maria,Albuquerque
Rua Maria José Carolino De Lima,4057,3,0,0,0,0,0,2,0,234,2.234008357441337,0,0,0,2.234008357441337,0,0,0,NA,NA,Maria,Lima
Rua Maria José De Farias,25623,6,0,0,0,0,0,3,0,261,1.9801980198019802,0,0,0,2.4915678381024913,0,0,0,NA,NA,Maria,Farias
Rua Maria Leal De Melo,18570,2,0,0,0,0,0,1,0,94,2.127659574468085,0,0,0,2.127659574468085,0,0,0,NA,NA,Maria,Melo
Rua Maria Lucena Barbosa,32450,2,0,0,0,0,0,1,0,105,1.9047619047619049,0,0,0,1.9047619047619049,0,0,0,NA,NA,Maria,Barbosa
Rua Maria Menezes De Melo,36595,4,0,0,0,0,0,2,0,160,2.666666666666667,0,0,0,2.666666666666667,0,0,0,NA,NA,Maria,Melo
Rua Maria Minervina De Figueirêdo,12890,10,0,0,0,0,0,6,0,427,2.684684684684685,0,0,0,2.3731086554397445,0,0,0,NA,NA,Maria,Figueirêdo
Rua Maria Neci Barbosa Da Silva,29319,6,0,0,0,0,0,3,0,345,1.8018018018018018,0,0,0,1.7678284344951012,0,0,0,NA,NA,Maria,Silva
Rua Maria Olívia Mendes Braga,19844,5,0,0,0,0,0,2,0,336,1.4998314796090328,0,0,0,1.4998314796090328,0,0,0,NA,NA,Maria,Braga
Rua Maria Ouriques De Araújo,13153,3,0,0,0,0,0,2,0,126,2.3191094619666046,0,0,0,2.3191094619666046,0,0,0,NA,NA,Maria,Araújo
Rua Maria Pequeno De Lucena,18694,2,0,1,0,0,0,1,0,178,1.1235955056179776,0,0,0.5617977528089888,1.1235955056179776,0,0,0.5617977528089888,NA,NA,Maria,Lucena
Rua Maria Pereira Brandão,37672,11,0,2,0,0,0,7,0,493,2.127659574468085,0,0,0,2.375016532718015,0,0,0.2197802197802198,NA,NA,Maria,Brandão
Rua Maria Procópio Vieira,31780,3,0,0,0,0,0,2,0,101,2.980392156862745,0,0,0,2.980392156862745,0,0,0,NA,NA,Maria,Vieira
Rua Maria Ribeiro Machado,36129,8,0,0,0,0,0,2,0,379,2.246059025720043,0,0,0,2.246059025720043,0,0,0,NA,NA,Maria,Machado
Rua Maria Rodrigues Amorim,37257,2,0,0,0,0,0,1,0,73,2.73972602739726,0,0,0,2.73972602739726,0,0,0,NA,NA,Maria,Amorim
Rua Maria Rosa,28061,8,0,0,0,0,0,4,0,234,3.165503489531406,0,0,0,3.6231788996093335,0,0,0,NA,NA,Maria,Rosa
Rua Maria Vera Lúcia Da Costa,700212,1,0,0,0,0,0,1,0,93,1.0752688172043012,0,0,0,1.0752688172043012,0,0,0,NA,NA,Maria,Costa
Rua Maria Vieira César,3743,23,0,1,0,0,0,7,0,964,2.8301886792452833,0,0,0,2.813569869711002,0,0,0.10427528675703858,NA,NA,Maria,César
Rua Mariana,27375,11,0,0,0,0,0,5,0,476,4,0,0,0,3.434253557018475,0,0,0,NA,NA,Mariana,Mariana
Rua Marinaldo Vitorino Batista Filho,20427,9,0,0,0,0,0,5,0,828,1.1049723756906076,0,0,0,1.0775441985507896,0,0,0,NA,NA,Marinaldo,Filho
Rua Marinete Ferreira Da Silva,700077,2,0,0,0,0,0,2,0,151,1.4536003080477475,0,0,0,1.4536003080477475,0,0,0,NA,NA,Marinete,Silva
Rua Marinheira Agra,6998,26,0,1,0,0,0,15,0,1008,2.941176470588235,0,0,0,2.7956634389224733,0,0,0.1075268817204301,NA,NA,Marinheira,Agra
Rua Mário Da Costa Agra,12017,11,1,0,0,0,0,5,0,278,4,0,0,0,3.9742988194601097,0.3076923076923077,0,0,NA,NA,Mário,Agra
Rua Mário David Andreazza,5401,16,0,0,0,0,0,10,0,714,1.991281949673073,0,0,0,3.957109853182685,0,0,0,NA,NA,Mário,Andreazza
Rua Mário Martins Raposo,36099,4,0,0,0,0,0,1,0,143,2.797202797202797,0,0,0,2.797202797202797,0,0,0,NA,NA,Mário,Raposo
Rua Mário Rodrigues Coura,31283,18,0,0,0,0,0,11,0,924,3.6363636363636362,0,0,0,3.1299579181476807,0,0,0,NA,NA,Mário,Coura
Rua Marivaldo Barbosa Alves,13528,6,0,0,0,0,0,4,0,560,0.8732048784008084,0,0,0,1.3964282852324643,0,0,0,NA,NA,Marivaldo,Alves
Rua Marquês De Herval,108,12,0,3,3,0,2,5,5,452,2.857142857142857,0,0,0,3.5021283993926584,0,0.5258989386979249,0.34285714285714286,NA,NA,Marquês,Herval
Rua Marrocos,700127,8,0,0,0,0,0,4,0,215,3.7412587412587412,0,0,0,3.732698336146612,0,0,0,NA,NA,Marrocos,Marrocos
Rua Marta Regina,700343,1,0,0,0,0,0,1,0,105,0.9523809523809524,0,0,0,0.9523809523809524,0,0,0,NA,NA,Marta,Regina
Rua Martinho Lutero,31542,2,0,0,0,0,0,1,0,86,2.3255813953488373,0,0,0,2.3255813953488373,0,0,0,NA,NA,Martinho,Lutero
Rua Martins Júnior,25143,13,0,2,0,0,0,9,0,869,1.3333333333333335,0,0,0,1.8282421563371622,0,0,0.09220839096357769,NA,NA,Martins,Júnior
Rua Matias Vasconcelos Costa,11843,4,0,0,0,0,0,1,0,216,1.8518518518518516,0,0,0,1.8518518518518516,0,0,0,NA,NA,Matias,Costa
Rua Mato Grosso,6009,7,0,0,0,0,0,4,0,448,1.6433189655172413,0,0,0,1.8554347352838731,0,0,0,NA,NA,Mato,Grosso
Rua Maurício Arruda Figueirêdo,28584,2,0,0,0,0,0,1,0,137,1.4598540145985401,0,0,0,1.4598540145985401,0,0,0,NA,NA,Maurício,Figueirêdo
Rua Maurício Travassos De Moura,24716,7,0,0,0,0,0,5,0,298,2.7777777777777777,0,0,0,2.661075036075036,0,0,0,NA,NA,Maurício,Moura
Rua Maurílio Pacheco De Brito,36722,4,0,1,0,0,0,4,0,330,1.4079670329670328,0,0,0,1.4040509928667824,0,0,0.21929824561403508,NA,NA,Maurílio,Brito
Rua Maurílio Silva Santos,32352,7,0,0,0,0,0,4,0,392,2.003981420039814,0,0,0,1.8788654076493216,0,0,0,NA,NA,Maurílio,Santos
Rua Maximiano Chaves,8214,10,0,0,0,0,0,5,0,490,1.7543859649122806,0,0,0,2.7839869109567377,0,0,0,NA,NA,Maximiano,Chaves
Rua Maximiano Machado,17523,13,0,2,0,0,0,6,0,433,2.904040404040404,0,0,0,3.053381211948987,0,0,0.39215686274509803,NA,NA,Maximiano,Machado
Rua Mecânico José Guedes,32158,4,0,0,0,0,0,2,0,391,2.024438231334783,0,0,0,2.024438231334783,0,0,0,NA,NA,Mecânico,Guedes
Rua Melo Leitão,10456,13,0,1,0,0,0,7,1,303,3.9215686274509802,0,0,0,5.548421724892313,0,0,0.21008403361344535,NA,NA,Melo,Leitão
Rua Melquíades Da Silva Viana,1600,4,0,0,0,0,0,2,0,292,1.3865147198480532,0,0,0,1.3865147198480532,0,0,0,NA,NA,Melquíades,Viana
Rua Men De Sá,16764,35,0,6,0,0,0,19,0,1182,2.666666666666667,0,0,0,5.7122854924527955,0,0,0.5544974193194742,NA,NA,Men,Sá
Rua Mestre Honório,2968,2,0,0,0,0,0,1,0,130,1.5384615384615385,0,0,0,1.5384615384615385,0,0,0,NA,NA,Mestre,Honório
Rua Miguel Barreto,388,3,0,0,0,0,0,2,0,177,1.850632244467861,0,0,0,1.850632244467861,0,0,0,NA,NA,Miguel,Barreto
